,File,Category,skills,education
2409,14176254.pdf,ADVOCATE,experience ncustomer service advocate mar ncompany name skills appropriate ndiagnostic sales techniques experience generate loyal client skills clear safe manner skills n nquality analysis training teaching mentoring coaching life coaching advertising agency coaching customer satisfaction customer service ncustomer service skills databases database focus insurance marketing meetings works multitasking communicator policies quality rapport nsales sales training spreadsheet strategic team player phon,
2410,15337481.pdf,ACCOUNTANT,skills valued nbenefit organization skills nactive listening skills nseasoned conflict resolution nsharp problem solver n nmeticulous attention detail nresults experience ncustomer service advocate skills n nskills nmicrosoft suite proficiency nrightfax ventura nlotus notes n key,college city state usa n nhealth administration n nstate nskills n nskills nmicrosoft suite proficiency nrightfax ventura nlotus notes n key
2411,18090899.pdf,ADVOCATE,experience leading cross experience embedding new campaign every months nmade expert drinking fire hose skills n nexcel google sheets nfamiliarity multiple crm ndatabases nbudgets nbudget nbusiness development nbusiness strategy ncrm ndatabases ndirect mail nfundraising nlegal nlitigation n nmarketing nmarketing communications nexcel nmoney norganizational nproblem solver nproject management nsales nspanish nspanish language nstrategy nwebsite nworkflow n nwork history nsenior advisor national fundraising director skills nexcel google sheets nffamiliarity multiple crm ndatabases nbudgets budget business development business strategy crm databases direct mail fundraising legal litigation marketing marketing n ncommunications excel money organizational problem solver project management sales spanish spanish language strategy website nworkflow,university university pittsburgh ncertificate spanish language universidad de salamanca
2412,13909762.pdf,ACCOUNTANT,skills achieve career ngrowth potential advancement experience includes performing needs assessments gathering appropriate documents assess efficiency nanalyzing processes procedures skills n ntelephone experience n npunctual nhard worker ngood listener nfollows directions nteam player nenergetic work attitude n na omplishments n ncustomer assistance n nworked company systems iux diligently completed assigned tasks working overtime needed experience noctober nto nmarch ncompany name city state client relations advocate n nanswer telephones give information callers take messages transfer calls appropriate individuals skills n ngreet telephone customer service cash credit sales vouchers optical payments training inventory pricing billing forecasts greeting nsales floor stocking correspondence databases filing telephones painting client relations clients schedule appointments scheduling nswitchboard cashier ounting answering general office general office duties inventory records payroll process payroll purchase norders customer service data entry excel microsoft word punctual receptionist retail sales team player word coding medical ncoding,college city state us certificate college san diego ca college city state us child development n nsouth western college chula vista ca n ncertifications n nmedical coding billing certificate office business certificate high school diploma n nlanguages n nbilingual english
2413,14708590.pdf,ADVOCATE,skills nreport writing n nexperience managing complex time sensitive projects experience ncompany name city state service advocate iv experience health insurance provider experience working healthcare products including researching resolving provider inquiries working provider contracts nnetworks n n experience working medical terminology cpt experience working bcbsf healthcare products experience ndetailed knowledge enrollment processes work flow nassist agents day day inquiries ntrain educate agents products procedures applicable rules regulations experience working sales sales operational areas demonstrated experience managing multiple priorities demands skills actively wrote college newspaper skills n nhealthcare skills,college jacksonville city state n n university north florida city state n npsychology social welfare minor n nstrong analytical organization research communication documentation skills university city state usa n nnursing n nsubmit claims items document progress patient throughout care college city state n nstrong writing skills actively wrote college newspaper
2414,19063156.pdf,ACCOUNTANT,experience fast skills na ount reconciliations ounting ounts payable apollo auditing benefits billing system coach com credit client customer satisfaction ndata entry database delivery fashion features ftp general ledger ounts http legal documents managing ess ms excel mail ms noffice word mysql owl pick pricing processes express reconciling maintain records research shipping troubleshooting n nstrong customer service orientation nproblem solver ncommitted team su ess nms office n nskills nself,college college
2415,20324037.pdf,ACCOUNTANT,experience manufacturing companies knowing materials finance sales supply nchain processes concern constantly growing skills international company customer focus skill person faces every situation right knowledge skills materials finance areas could seen valuable assets would helpful achieving many nbusiness objectives experience n skills n ncustomer service n nself starter n nteam player n nanalytics n nadditional information,university guadalajara degree university guadalajara
2416,15727656.pdf,ADVOCATE,skills appropriate levels written verbal communication necessary job description skills n npeer counseling customer service database documentation internet applications excel e experience ntransitional housing advocate skills,college
2417,15958967.pdf,AUTOMOBILE,experience excellent physical assessment skills proven strength nteaching passion health education experience ncompany name city state faculty clinical instructor experience hands skills nursing process physical assessment implementation evaluation students staff nattention cultural diversity within health care setting effect care delivery skills finalizing disseminating medical review data nadministers vision hearing screenings addresses results referral resources contracted district partnerships nillinois department public health nsu essfully initiates manages projects involving teen student volunteers community service learning ordance high school ndepartment policies nassures strict adherence illinois standards professional school nurse practice act illinois school district board education npolicies protocol procedures regarding student,university graduate nursing course curriculum improving nonline discussion university graduate level nursing programs ncurrently establishing medical advisory board within orland park ntownship coordinating university chicago local community nstakeholders provide health services education programs district nstudents athletes n nplayed major role medical liaison medical sales nvenues educating mds surgeons apns rns nsurgical staff maintaining business benchmarks nand quotas nsu essful author university program protocol nnational guidelines competencies registered nurses npartnered clinical simulation manager develop implement evaluate clinical scenarios within simulation laboratory nenvironment optimize student learning outcomes ncoordinated directly medical education department personnel augment clinical rotation experience hands university city state nassociate applied science college city state nbachelor science university city state n nminor journalism n nlicensure university n npolycystic ovarian syndrome adolescent females rush university medical center n nfemale athlete triad sports medicine conference illinois school district n nquality matters concepts online higher education course delivery rush university n nfostering debate online courses rush university n nscholarship n nwrist pain gymnasts college sports medicine n nevaluation school district implementation knee injury prevention program submitted sports health
2418,14146106.pdf,ACCOUNTANT,skills nfiling data archiving ncreative problem solver nprofessional phone etiquette nms windows proficient ncustomer service skills nms office expert self skills nindependent worker detail experience nsein nseiu nfips npirs naclaims nebill ncall center n nexperience ncustomer service advocate ii noctober march company name skills n na ounting ounts basis billing customer inquiries customer service inventory invoices invoicing payments receptionist retail nsales scheduling shipping ounting ount analysis archiving cash cash management clerical credit credit card customer nservice representative data archiving data integrity detail,university university university major education degree due family obligations
2419,19926135.pdf,ADVOCATE,experience systemization regulatory compliance skills well interpersonal skills among colleagues outside vendors skills compassionate safety skill highlights nproven patience self experience ncompany name september july intern nstate n nupdated proposals compliance cme operational standards skills needed achieve goals department skills n nstrong interpersonal skills,college may associate arts university december bachelor health administration university associate arts university
2420,18997135.pdf,ACCOUNTANT,experience ncompany name january current court appointed special advocate ncity state n nreviewed documents records interviewed children family members professionals lives skills n nchinese conferences clients english meetings ess excel microsoft office powerpoint word business presentations progress quality nstrategy,university bloomington may bachelor science
2421,20138606.pdf,ACCOUNTANT,skills n na omplishments n ndeveloped member supported partnership helped victims domestic violence get housed gain skills employment ongoing support nthat resulted sustainability experience ncommunity advocate nfebruary february company name skills youth skills n nadministrative support counseling creativity client clients customer services data entry database event planning financial fund raising nleadership skills leadership training materials mental health excel mail microsoft office outlook powerpoint publisher word neat ncameras policies presentations program development progress quickbooks reporting risk management safety sound phones trauma type n wpm vision,degree university phoenix
2422,13967854.pdf,ADVOCATE,experience multicultural victim advocate exceptional people skills experience counseling individuals various ethnic socio skill ncrisis intervention nclient relations ndatabases ndecision making nadaptable nself motivated ncreative problem solving n n bilingual ntranslation interpretation skills n nexperience nfebruary march ncompany name city state victim advocate napril march ncompany name city state multicultural advocate n nconducted support group victims domestic violence skills n ntrained indicators child abuse domestic crisis human trafficking n intervention techniques violence human trafficking nstrong client relations nbilingual spanish english nculturally sensitive npublic speaking ability ncase management proficiency nexcellent interpersonal skills nindependent judgment decision making nknowledge civil court system n n,college ncity state professional studies international organizational leadership nb university ncity state n aht human trafficking training n
2423,20400279.pdf,ADVOCATE,skills detail skills nactive listening nskills nseasoned nconflict resolution ntelephone ninquiries specialist n nexperience ncustomer service advocate nmarch current company name experience interactive engaging experience interactive engaging skills n ncomputer literate telephone skills creative problem solving resolving cash receipt discrepancies skills careful active nlistener customer satisfaction training excellent customer service skills monthly training development coaching achieve higher levels nof sales,university
2424,20604208.pdf,ACCOUNTANT,skills nstrong communicator nculturally experience ncase manager skills dynamics nfamily relationships skills manner encourages empowers residents seek nremedies positive change skills n nexcellent communication computer skills copying counseling data entry documentation faxing filing financial planning goal setting leadership nmicrosoft office skills presentations problem solving problem solving nskills public speaking,degree college degree university
2425,28974459.pdf,ACCOUNTANT,skills along nvery solid customer service knowledge skills nenergetic work attitude nstrong organizational skills nhealthcare billing proficiency nclinical training nmedical assisting specialist ncomputerized charting specialist ncpr skills n na omplishments n nhonor roll recipient n nosha compliance n nproperly disposed daily biohazard waste compliance federal local regulations skills n nmonitored patient experience npatient advocate skills customers skills nanswering credit customer inquiries customer service problem solving receptionist retail sales cash cashier answering phones nauditing scheduling medical assistant medical assistant certificate ess clerical coding cpr cpr certified cpt data entry ekg excel nfiling icd icd,college college g
2426,22042181.pdf,ACCOUNTANT,skills n ncustomer service nverbal written communication nteam collaboration nproblem solving decision making nstrong analytics n nstrong work ethic nworking independently team environment nstrong leadership ninterpersonal skills n nexperience n skills nanalyst avaya benefits citrix client direction forms ibm insurance letters mainframe managing marketing messaging sharepoint nnavigation ocr phone system policies pricing processes progress quality researching research sales supervisor underwriter underwriting nwebsite workflow,university behavioral science n na ounting franklin morris business academy ounting n ndiploma
2427,22259475.pdf,ADVOCATE,experience prove asset skills experience skills n nclient relations specialist nconflict resolution techniques nfocused customer satisfaction nskilled multi experience ntelecommunications knowledge nproficient microsoft office suite n nskills ncareful active listener professional friendly multi experience nnovember current ncompany name city state patient health advocate n nability motivate patients utilize therapy equipment ordance physician skills encouraging complying equipment utilization facilitating effective efficient resolution patient na epts adhere,
2428,23427369.pdf,ACCOUNTANT,experience performing medical clerical duties supporting physicians busy nmedical office skills demonstrated years experience verifying insurance coverage nrecords reviews schedule maintenance skills nteam player positive attitude nstrong work ethics n nexperience ncustomer service advocate nmay current company name skills ncertificate received june skills n nscheduling strong verbal skills excellent written skills icd,university phoenix university
2429,28111403.pdf,ACCOUNTANT,experience offering outstanding presentation communication cross skill highlights nleadership skills n nproject management n nregulatory affairs n nbudgeting expertise n n n n n nemployee relations n nhuman resources n nmarket research analysis n nstaff development n ncore omplishments nspearheaded su essful completion experience npresident skills nexecutive level operations proposals coaching teaching quality control corrective action human resources strategic planning nfinance,college college bethany west virginia university university columbus ohio
2430,27182111.pdf,ACCOUNTANT,experience leadership skills utilized provide positive effective team nenvironment resulting excellent patient care satisfaction skills multiple exceeds nand performs well difficult situations experience efficiently managing strong medical ethic people experience n skills nallergies blood draws budget charts coaching cpr decision making ekgs equipment maintenance filling financial first aid health education nhiring immunizations injections instruction inventory inventory control lab test leadership meetings mentoring office nursing organizing npatient care patient flow preparing patient performance reviews personnel policies presenting problem solving protocols quality reporting nscheduling supervision surgery phone triage patient triage urgent care va ine vital signs wound care,university illinois college nursing chicago il women university illinois college nursing college nursing us illinois state university college nof nursing bloomington degree university hawaii degree gpa university hawaii university gpa university cum laude deans nlist university cum laude nadditional information n nlicenses registered nurse practitioner state illinois license number
2431,24763208.pdf,ACCOUNTANT,skills work grow team skills skills include speech written reports graphs showing achieved nobjectives skills use every day record track nexpenses labour aspects business skills work grow team nspearheaded employee engagement program resulting employee costumer retention experience ndistrict manager mar current ncompany name experience include overseeing nine franchise owned schools skills primarily done skills overall social skills skills n ntraining recruiting sales sales goals cpr therapeutic teaching sell assistant director basis writing skills audits budgets financial nreports marketing tle sales award collection customer service data collection employee engagement sales patience nprogress receptionist retail sales sales,university stony brook university nstony brook stony brook ny member gold key honor society college degree college brentwood ny n ncertifications ncpr cpi aba nprofessional affiliations n ngold key honor society
2432,21614256.pdf,ADVOCATE,skills nword programs experience nbilingual domestic violence advocate sep nov ncompany name skills including behavioral activation nand meditation among others experience working many spanish neducation training nmaster public health epidemiology maternal child health skills nacademic basic color interpersonal counseling crisis intervention client clients database delivery dft electronic medical records forms gl ngovernment http leadership materials meetings mental health ess excel word programming speaker quality research risk nassessment safety sas fluent spanish spanish,university university college
2433,28635795.pdf,ACCOUNTANT,experience fields law linguistics interpretation write napply skills making strong ncontributions important social issue time legal aid cell experience ndriver napril march company name skills n nadministrative administrative duties agency case management client clients customer satisfaction database fluent english english farsi nfinancial forms government health education hindi instructing legal lesson plans letters meetings excel microsoft office powerpoint nword personnel police presentations prime processes speaking rehabilitation seminars translation translator urdu written,degree academic law j college karnataka india college mysore
2434,26456474.pdf,AUTOMOBILE,skills n nskills used ni enjoy challenging sticks skills skills used time management managing team cna skills used skills used vital signs experience n experience heel sticks hard sticks skills ncna cpr certified diabetic first aid geriatrics injections nursing patient care phlebotomy coding quality scheduling technician vital nsigns wound care nadditional information n nadditional information flexible dependent great time management ountable,college college college
2435,23577836.pdf,ADVOCATE,experience ncompany name january august child performer welfare advocate ncity state responsible welfare child performers major network television production experience ncompany name february march abc studios skills nassociate cash cash register credit credit card database greetings new sales sales sales associate sales associates telephone n n n nadministrative tasks operations ordering wpm archiving billing correspondence data archiving filing microsoft office ms office nquality assurance scheduling typing ounts cardiology documentation medical insurance medical records ounts noutpatient paying receptionist satisfaction testing,university bachelor arts university university bachelor science university
2436,23804341.pdf,ARTS,experience nmanaging company reputation customers experience managing nfast skills nscheduling noffice administration nadministrative support nbudgeting nappointment setting nrecordkeeping ndocumentation control ndocument retrieval n nspanish skills nmedical office administration ninsurance claims ncompleting insurance forms nappointment scheduling nbilling coding ncustomer service n nwork history nadministration assistant,university college college
2437,24946537.pdf,ACCOUNTANT,skills npersuasive negotiator nhighly organized nanalytical nexcellent work ethic nstrategic ount development nenthusiastic networking nstrong interpersonal skills n ndetailed skills helped improve relationships rapport nmonitored service sale implemented quick effective problem resolutions nidentified new business opportunities cold calling networking marketing prospective database leads nasked appropriate open skills n npersuasive negotiator nhighly organized nanalytical nexcellent work ethic nstrategic ount development nenthusiastic networking nstrong interpersonal skills n ndetailed skills helped improve relationships rapport nmonitored service sale implemented quick effective problem resolutions nidentified new business opportunities cold calling networking marketing prospective database leads nasked appropriate open,college university
2438,20765795.pdf,ADVOCATE,skills open communication essential functions nsu essful client advocacy skills nmediation nstate government background nproficient nims ics n ncreative problem solver nempathetic nemergency response training nnatural leader nexcellent interpersonal skills n na omplishments n neffectively manage caseloads clients given time cardon outreach experience npatient advocate nnovember current company name skills coach njuly november company name skills impulse control social skills emotional coping skills functional living skills nfor su essful community employment life skills skills n npublic relations case management client advocacy n ncommunity service ndisaster responder namerican red cross,university college
2439,24410405.pdf,ADVOCATE,skills nfifteen years experience experience nsenior member advocate aug current ncompany name skills ndoms applications skills na ount management administrative assistant analyst microsoft applications skills computer applications ncooking customer relationship management customer service customer care data entry dos english filing government inventory nlanguages materials microsoft excel excel microsoft office microsoft outlook outlook people soft presentation skills procurement npublic speaking sales san scheduling security clearance phone skills phone etiquette,degree business managerial economics human services may university phoenix degree human services business managerial economics may ivy tech state college degree january culinary institute america nmaster degree january culinary institute america njanuary paul harding high school nlanguages nenglish fluent nhighlights n n
2440,28871170.pdf,ADVOCATE,experience norganizer capacity building strategist skills training program parents annually secured k funding parent advocacy ntraining programs skills nagency attorney business plans consultant client clients detail oriented grant proposals legal materials organizing policies press releases nproblem solving skills research strategy strategic technical assistance training programs workshops,university people college law city state organizational ncommunication nonprofit management ninterests nboard member advocacy kids virginia beach va
2441,26071861.pdf,ADVOCATE,experience ncustomer su ess advocate nnovember current company name n nability support multiple customers via live chat simultaneously skills nacademic active directory anti,university
2442,22391901.pdf,ADVOCATE,experience working student experience ngradation candidate advocate mar current ncompany name skills time management multi skills proactive driven professional focused achieving organizational goals open navailability flexibility work varied extended hours meet needs business naffiliations nboy scouts america nwcfl youth football league nwilling relocate skills nhandle cash coaching credit customer satisfaction customer service delivery inventory mentoring merchandising networking organizing nquality selling sales shipping nadditional information n nwilling relocate skills ntime management multi skills proactive driven professional nfocused achieving organizational goals open availability flexibility work varied extended hours meet needs nbusiness,university center university south carolina
2443,24588864.pdf,ACCOUNTANT,skills enjoys working team skills enjoys working team skills n nconflict resolution skills nsuperior organizational skills nexceptional interpersonal skills nability work effectively team nexcellent customer service skills neffective problem solving skills nexcellent critical thinking skills ndetail oriented ability maintain confidentiality nexperienced interviewer trainer nable perform critical unusual situations ncapable dealing cyclical workload pressures nawareness federal state employment related laws regulations ntime management skills ncomputer skills skills nsuperior organizational skills nexceptional interpersonal skills nability work effectively team nexcellent customer service skills neffective problem solving skills nexcellent critical thinking skills ndetail oriented ability maintain confidentiality nexperienced interviewer trainer nable perform critical unusual situations ncapable dealing cyclical workload pressures nawareness federal state employment related laws regulations ntime management skills ncomputer skills skills nsuperior organizational nskills nexceptional interpersonal nskills nability work effectively nwith team nexcellent customer service nskills neffective problem solving nskills nexcellent critical thinking nskills ndetail oriented ability nmaintain confidentiality nexperienced interviewer nand trainer nable perform critical unusual situations n nnew hire orientation n nrecords maintenance n nawareness federal state employment related laws regulations nrisk management processes analysis nprocess implementation n ncomputer skills skills nsuperior norganizational skills nexceptional ninterpersonal skills nability work neffectively nteam nexcellent customer nservice skills neffective problem nsolving skills nexcellent critical nthinking skills ndetail oriented nability maintain nconfidentiality nexperienced ninterviewer ntrainer nable perform ncritical unusual nsituations ncapable dealing nwith cyclical nworkload pressures n nnew hire orientation n nrecords maintenance n nawareness federal state employment related laws regulations n nrisk management processes analysis n nprocess implementation n n computer skills experience human services healthcare related fields demonstrated ability learn new skills concepts quickly n n n nproven interpersonal skills acquired work experience academic projects mentor leadership opportunities acknowledge nexceptional organizational management skills self skills developed numerous class presentations essays reports nwhile pursuing degree diligent able adjust fast pace environment extremely reliable pressure skills nacademic ounting ad auditing basic interpersonal communication excellent oral interpersonal skills oral concise conflict resolution nconsultation counseling cpr critical thinking excellent customer service customer care database dentist detail oriented ekg skills medical nterminology meetings mental health mentor excel microsoft office microsoft outlook powerpoint windows microsoft word monitors norganizational skills organizational assist patients bathing payroll pediatrician performance management policies presentations problem nanalysis problem solving skills process improvement progress psychology record keeping reporting research research resuscitation nself skills,university university degree diligent able adjust fast pace environment extremely reliable pressure
2444,20544228.pdf,ADVOCATE,experience nlead pharmacy technician advocate skills necessary urately calculate fractions ratios percentages totals skills necessary follow verbal written instructions including ability understand technical npharmaceutical terminology skills nstreamline basic budget business development maintain calendar case management charts communication skills customer service data entry ndocumentation fast filing insurance inventory inventory control leadership director managing marketing office equipment assist patients npharmacy technician profit quality receiving record keeping retail safety sales scheduling seminars staff development strategic planning nsupervision technician phones translator written,university college
2445,28206098.pdf,ADVOCATE,experience retail real estate medical insurance sales customer service skills nseasoned conflict resolution nsharp problem solver nenergetic work attitude nlarge cash skills n na omplishments n ncustomer assistance n nworked company systems live support diligently completed assigned tasks working overtime needed experience ncustomer advocate nmarch january company name experience working various lines business skills independent decision making skills skills n nanatomy basic billing call center charts interpersonal ca customer service data entry decision making delivery documentation ekg skills paralegal assist patients patient care phlebotomy positioning coding range nmotion research safety san collect specimens technician telephone phone answer phones typing take vital signs recording vital nsigns weighing written written communication skillsprofessional friendlycareful active listenerstrong public speakermulti,college
2446,29173771.pdf,ADVOCATE,skills excellent time management problem skills nhave directors credential skills ncommunity resources n nwork history n skills applied daily tasks improving efficiency productivity skills applied daily tasks improving efficiency productivity skills applied daily tasks improving efficiency productivity,
2447,25873425.pdf,ACCOUNTANT,skills strong motivation su eed skills npublic safety nadministrative support nproficient lytec nproficient gsuite npatient rights ndata entry n ntime management nproblem skills ndecision skills interacting levels personnel general public nresolved complaints issues involving guests employees ncompleted incident reports recording observations urrences interviewing witnesses following physical incidents nworked independently collaboratively resolve urgent issues included building personal incidents nsecured entrances exits via physical presence careful monitoring tv nsecured premises personnel patrolling property monitoring surveillance equipment including tv cameras n neducation nbachelor science skills n npublic safety nadministrative support nproficient lytec nproficient gsuite npatient rights ndata entry n ntime management nproblem skills ndecision skills,university
2448,24124250.pdf,AUTOMOBILE,skill highlights nstaff training development nrelationship team building nconflict resolution n nprofessional experience nsenior application specialist mar ncompany name skills n nepic certifications resolute hospital billing home health sbo n nallegra n nidx n nmidas n npassport,degree applied science june robert morris university university
2449,24754689.pdf,ACCOUNTANT,skills retail call center environment skills nmultiple software applications experience n nincreased client engagement active health products services sales experience nsenior customer service advocate noctober november company name skills nbasic benefits cash receipts counseling credit client customer service staff training financial firing hiring inventory leadership materials nexchange money network personnel quality reconciling sales teaching telephone workflow written,degree university university
2450,24695561.pdf,ADVOCATE,experience program presented baylor health care system ntalent planning partnership southern methodist university cox executive education experience nmarch july ncompany name city state vice president n nchair united way mental health counseling grant panel vice skills nbalance benchmarking bts budget contracts council counseling customer satisfaction databases database delivery facilities nmanagement help desk imaging information systems leadership managing mental health ess procurement speaking npublications quality sculpture strategy strategic supervisor telecommunications phones voip k nadditional information n nprofessional recognition aami,college healthcare information management executives university cox executive education college healthcare information nmanagement executives
2451,35344611.pdf,ACCOUNTANT,skills ntalent assessments nmotivated nhiring recommendations nbackground checks n nexperience ncompany name city state hr experience call coaching monitoring escalated call trends skills behaviors training skills n nadministrative benchmarking budgets call center coaching counseling customer satisfaction customer,university city state gpa
2452,37560528.pdf,ADVOCATE,experience n skills nsuch cooking household chores laundry personal hygiene interpersonal communication effects domestic violence well nworking communal living skills skills empowerment workshops skills nmicrosoft office,degree risk family family plan support system likelihood future maltreatment child adolescent college general education general education n nglendora high school west college medical assistant high school diploma domestic violence hour training nlanguages nbilingual fluent spanish nskills nmicrosoft office
2453,34970271.pdf,ACCOUNTANT,experience n skills na ounts payables ounts receivables administrative benefits billing oral customer service customer support database documentation nfinancial forms hiring insurance director meetings office network nursing personnel policies presentations protocols speech statistics ntraining programs,university incarnate word city state bachelor business administration n nuniversity incarnate word city state master business administration nprofessional experience n
2454,38291889.pdf,ACCOUNTANT,experience education allow make nimmediate contribution integral part progressive organization experience npatient advocate nmay current company name skills nacquisitions agency billing billings clerical coach coaching clients email senior management filing financial hiring human resources hr ninformation security letters mailing materials mba meetings mentor mentoring ess powerpoint share point windows xp microsoft nword networking pos presentations progress scanning supervisor excel generating reports myrounding application press ganey,university university college
2455,29415426.pdf,ACCOUNTANT,skills nmicrosoft office proficiency n nexperience nclient advocate skills n nbusiness manager hr coordinator training coordinator receptionist jun oct ncompany name skills n nstrong clerical management administrative skills nmicrosoft office ncustomer service,university resident alien files university university minimum university new orleans university
2456,34327438.pdf,ACCOUNTANT,experience nconsultant experience includes acting clients commercial financings operating leasing aircraft sales asset backed securitization portfolio nsales financings skills nbusiness operations c contracts credit clients documentation drafting finance financing financial funds insurance law legal legal nresearch letters managing marketing meetings mergers acquisitions exchange office procurement research sales securities tax team nmanagement,college college college gpa university institute marks bsl llb university college class xii c college annual law journal college february college researcher runners college law goa
2457,36694627.pdf,ACCOUNTANT,experience great communication skills confidentiality skills nvalid texas driver experience nshelter advocate njuly august company name skills n n key adding machine approach agency banking basic bonds case management cash handling clerical conflict resolution copying ncounseling crisis intervention client clients customer service data entry driving trains employees faxing filing financial forms fundraising nlaw enforcement legal letters director meetings ess microsoft excel money office powerpoint microsoft word works multi,
2458,37640804.pdf,ADVOCATE,experience micu experience medical skill highlights nlife support niv administration nmedication administration ntherapy treatment nprocedural assistance nhourly rounding n nhippa compliance nreporting documentation ncomputer charting ndiagnostic assessments nvital signs n nprofessional experience n skills n nfluent conversational spanish ncompetent performing skills nwillingness rapid ability learn results professional growth cooperative relationships colleagues,degree loyola university chicago estimated n years experience micu university chicago university chicago university chicago university chicago university chicago
2459,47133747.pdf,ACCOUNTANT,experience manager nsummary nresults skills strategic planning nteam development performance management relationship building experience npatient service manager skills na ounting approach agency backup business management call center coaching competitive contracts cost control clientele nclient customer satisfaction customer satisfaction customer service delivery documentation electronic mail financial food safety ninspection inspects insurance isis leadership team leader managerial market materials excel office microsoft outlook microsoft noutlook word works network payroll policies problem solving problem solver processes quality quality control recruitment safety nsales six sigma six sigma staffing strategic plans strategic planning supervisor technical assistance telephone total quality management ntranslation,college students realize personal professional educational ngoals university online university business management business management nskills na ounting approach agency backup business management call center coaching competitive contracts cost control clientele nclient customer satisfaction customer satisfaction customer service delivery documentation electronic mail financial food safety ninspection inspects insurance isis leadership team leader managerial market materials excel office microsoft outlook microsoft noutlook word works network payroll policies problem solving problem solver processes quality quality control recruitment safety nsales six sigma six sigma staffing strategic plans strategic planning supervisor technical assistance telephone total quality management ntranslation
2460,38059130.pdf,ADVOCATE,experience nhuman resources manager skills n nhuman resources training employee relations recruitment organizational development payroll purchasing equal employment opportunity nrecruiting staffing project management labor law strategic planning benefits budget employee engagement employment law labor nlaws microsoft office powerpoint word human resource management,university university
2461,31040875.pdf,ADVOCATE,experience n skills nchild care council government meetings money progress sales social services staffing,university nskills nchild care council government meetings money progress sales social services staffing
2462,31242382.pdf,ADVOCATE,skills nseasoned conflict resolution nactive listening skills nenergetic work attitude ntelephone inquiries specialist ncustomer service expert n nadaptive team player nvisual merchandising proficiency nfashion knowledge nopening skills ninvoice processing n na omplishments n ncustomer service n nresearched calmed rapidly resolved client conflicts prevent loss key ounts experience nconsumer services advocate njune january company name skills n ncash handling nshipping receiving ncareful active listener nmulti,university university
2463,44115326.pdf,AUTOMOBILE,experience specializing cloud experience network nadministration experience installation configuration tuning security backup recovery nupgrades ibm aix experience installation configuration ibm system p p experience installation configuration virtual experience nlogical volume management experience cloud computing experience performing problem analysis along recommending implementing preventive techniques experience writing ntechnical documentation skill highlights ntechnical skills experience n experience amazon ec web services experience hybrid cloud operations management experience working vpc experience ndifferent components used aws like amazon amazon sqs amazon simpledb amazon ec experience gpfs srdf setup well linux solaris aix nclustering experience vmware vsphere experience installation configuration upgrade administration ibm pseries power servers various levels naix experience upgrading hmc experience vmware esx virtual center server skills naix security linux hacmp veritas websphere maintenance network file system nfs oracle unix systems administration dns veritas nvolume manager volume manager file file systems tivoli apache engineer tomcat system administration disaster recovery san nstorage area network tsm ess nis backups lpars tivoli storage manager tcp db tibco emc emc vmax testing vmax cluster nserver operations red hat solaris veritas cluster server change management vmware documentation ethernet performance tuning npseries clients ssl application server bash bourne shell dns server firewall korn nmap rs,
2464,36392131.pdf,ACCOUNTANT,experience nhigh skills nmedical terminology nmeeting planning nreport development nreport writing nbilling coding nworkers experience n skills n nexperience epic system epicare emdeon training educating staff epic wq skills collect payment phone posting payments epic,university
2465,46772262.pdf,ADVOCATE,experience nsummary nnurse practitioner focused providing quality care maintaining direct lines communication patients entire health skills enjoys challenges learning new concepts skill sets skills ni confident ability navigate computers communicate effectively value teamwork respect members healthcare team value nwalks life build strong relationships listen intently clarify uncertainties educate thoroughly experience npracticum experience aug sep n nenhanced physical assessment skills identify normal normal variant pathologic findings skills caring patients array morbidities including endocrine oncology hematology psychological ncardiac neurological musculoskeletal immune disorders given time,university st university st francis college college
2466,37333719.pdf,ADVOCATE,skills neducation naugust nmaster social work fordham university experience n skills nactive listening curriculum development group facilitation crisis counseling,university university
2467,29926588.pdf,ADVOCATE,skills skills omplished course experiences experience nhigh skills exceptional norganizational leadership skills skills n nunderstands grammar n nproofreading n nreport writing n nreport development n nself skills n nunderstands ngrammar n nproofreading n nreport writing n nreport ndevelopment n nself experience nvolunteer advocate skills n nexcellent communication skills investigative skill customer service skills data entry documentation inventory clerk leadership skills npowerpoint microsoft word organizational exceptional writing skills research skills,degree university city state us n npsychology university city state us n nstarted masters program counseling concentration human services currently attending
2468,38860712.pdf,ADVOCATE,experience management criminal justice mental health disciplines developed innovative skill highlights n nhighly analytical thinking demonstrated talent identifying scrutinizing improving streamlining complex work processes ncomputer skills ngoal skills ninnovative problem experience nadvocate general naugust current company name n nprovides oversight state operated private facilities licensed contracted department mental health developed nadvocacy conditional release monitoring program immediate su ess locating reporting consumers non skills nstreamline budget interpersonal skills computer skills nproblem,college university oklahoma
2469,42164460.pdf,ADVOCATE,skills offer opportunity continued nprofessional growth development skills n nresults experience n skills n nclient relations nmulti skills,
2470,40088790.pdf,ACCOUNTANT,experience npersonal banker experience helped branch meet sales objectives contributed su ess firm experience deepening sustaining customers banking nrelationship skills n nleadership nmarketing nmotivation nmulti skills nnew business development noperations start skills ncommunity outreach ncross skills nstaff,degree social work st college
